run 1
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, lcv, mac",13,0.008064031600952148,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"mrv, unordered_domain_values, no_inference",13,0.009920120239257812,100,0,"{73: 4, 53: 6, 49: 1, 41: 0, 98: 4, 91: 0, 15: 2, 18: 6, 43: 1, 74: 6, 24: 3, 94: 5, 21: 1, 20: 1, 10: 3, 31: 7, 79: 11, 35: 7, 68: 7, 6: 2, 83: 10, 54: 4, 92: 1, 29: 2, 62: 9, 71: 7, 81: 12, 85: 4, 63: 1, 96: 6, 23: 2, 34: 4, 33: 4, 80: 8, 64: 6, 70: 10, 1: 0, 22: 5, 51: 5, 8: 3, 25: 0, 88: 11, 50: 5, 59: 0, 58: 8, 45: 7, 52: 8, 5: 2, 67: 7, 78: 11, 28: 5, 55: 3, 36: 5, 44: 1, 90: 10, 48: 1, 47: 6, 27: 2, 84: 9, 17: 5, 65: 0, 38: 3, 87: 9, 77: 3, 11: 2, 4: 1, 13: 3, 89: 12, 56: 5, 75: 7, 61: 8, 14: 0, 39: 6, 86: 10, 3: 1, 12: 4, 93: 12, 40: 4, 30: 4, 57: 8, 7: 1, 97: 12, 46: 8, 42: 8, 82: 7, 9: 2, 0: 0, 66: 9, 72: 9, 16: 0, 32: 6, 95: 4, 69: 8, 26: 4, 60: 0, 76: 10, 37: 6, 19: 2, 99: 9, 2: 1}",True
"mrv, unordered_domain_values, forward_checking",13,0.00953817367553711,100,0,"{22: 5, 64: 6, 44: 1, 66: 9, 51: 5, 63: 1, 68: 7, 35: 7, 95: 4, 52: 8, 99: 9, 21: 1, 74: 6, 60: 0, 49: 1, 16: 0, 94: 5, 93: 12, 18: 6, 79: 11, 0: 0, 80: 8, 65: 0, 81: 12, 98: 4, 28: 5, 87: 9, 71: 7, 33: 4, 5: 2, 6: 2, 36: 5, 40: 4, 15: 2, 91: 0, 97: 12, 4: 1, 47: 6, 11: 2, 88: 11, 86: 10, 13: 3, 75: 7, 92: 1, 90: 10, 84: 9, 76: 10, 37: 6, 23: 2, 50: 5, 96: 6, 70: 10, 26: 4, 41: 0, 73: 4, 31: 7, 14: 0, 67: 7, 29: 2, 46: 8, 34: 4, 27: 2, 53: 6, 12: 4, 61: 8, 43: 1, 48: 1, 32: 6, 25: 0, 8: 3, 56: 5, 83: 10, 58: 8, 82: 7, 2: 1, 55: 3, 57: 8, 89: 12, 7: 1, 1: 0, 77: 3, 38: 3, 78: 11, 72: 9, 3: 1, 10: 3, 30: 4, 20: 1, 42: 8, 19: 2, 59: 0, 54: 4, 9: 2, 69: 8, 85: 4, 62: 9, 24: 3, 17: 5, 45: 7, 39: 6}",True
"mrv, unordered_domain_values, mac",13,0.01351618766784668,100,0,"{38: 3, 33: 4, 49: 1, 3: 1, 70: 10, 78: 11, 37: 6, 76: 10, 5: 2, 7: 1, 13: 3, 92: 1, 0: 0, 85: 4, 25: 0, 44: 1, 87: 9, 95: 4, 8: 3, 66: 9, 81: 12, 99: 9, 14: 0, 20: 1, 1: 0, 18: 6, 23: 2, 28: 5, 61: 8, 21: 1, 52: 8, 58: 8, 42: 8, 4: 1, 77: 3, 48: 1, 54: 4, 75: 7, 27: 2, 64: 6, 40: 4, 26: 4, 94: 5, 34: 4, 71: 7, 51: 5, 43: 1, 32: 6, 15: 2, 68: 7, 84: 9, 55: 3, 50: 5, 41: 0, 65: 0, 60: 0, 62: 9, 45: 7, 24: 3, 10: 3, 12: 4, 53: 6, 69: 8, 74: 6, 91: 0, 80: 8, 57: 8, 29: 2, 96: 6, 59: 0, 89: 12, 16: 0, 30: 4, 97: 12, 46: 8, 31: 7, 17: 5, 63: 1, 22: 5, 79: 11, 88: 11, 35: 7, 73: 4, 47: 6, 93: 12, 56: 5, 86: 10, 72: 9, 36: 5, 6: 2, 11: 2, 19: 2, 2: 1, 98: 4, 82: 7, 83: 10, 67: 7, 39: 6, 90: 10, 9: 2}",True
"mrv, lcv, no_inference",13,0.01021122932434082,100,0,"{89: 12, 61: 8, 6: 2, 77: 3, 75: 7, 55: 3, 92: 1, 70: 10, 40: 4, 54: 4, 3: 1, 42: 8, 35: 7, 72: 9, 16: 0, 39: 6, 44: 1, 19: 2, 85: 4, 43: 1, 21: 1, 28: 5, 38: 3, 9: 2, 12: 4, 87: 9, 23: 2, 5: 2, 80: 8, 95: 4, 53: 6, 98: 4, 96: 6, 83: 10, 56: 5, 30: 4, 93: 12, 46: 8, 20: 1, 17: 5, 49: 1, 14: 0, 1: 0, 31: 7, 69: 8, 25: 0, 8: 3, 78: 11, 47: 6, 51: 5, 74: 6, 11: 2, 15: 2, 50: 5, 57: 8, 76: 10, 32: 6, 22: 5, 27: 2, 91: 0, 33: 4, 62: 9, 18: 6, 4: 1, 0: 0, 10: 3, 79: 11, 63: 1, 65: 0, 13: 3, 99: 9, 90: 10, 36: 5, 34: 4, 41: 0, 94: 5, 66: 9, 45: 7, 59: 0, 82: 7, 73: 4, 37: 6, 24: 3, 48: 1, 7: 1, 58: 8, 71: 7, 67: 7, 81: 12, 52: 8, 68: 7, 26: 4, 97: 12, 84: 9, 60: 0, 88: 11, 86: 10, 29: 2, 2: 1, 64: 6}",True
"mrv, lcv, forward_checking",13,0.011156082153320312,100,0,"{0: 0, 85: 4, 60: 0, 92: 1, 93: 12, 91: 0, 97: 12, 19: 2, 71: 7, 68: 7, 22: 5, 9: 2, 69: 8, 72: 9, 15: 2, 83: 10, 61: 8, 39: 6, 70: 10, 65: 0, 53: 6, 23: 2, 30: 4, 4: 1, 27: 2, 58: 8, 62: 9, 31: 7, 80: 8, 2: 1, 26: 4, 3: 1, 41: 0, 46: 8, 6: 2, 98: 4, 34: 4, 24: 3, 20: 1, 86: 10, 44: 1, 38: 3, 40: 4, 57: 8, 37: 6, 76: 10, 5: 2, 66: 9, 74: 6, 79: 11, 48: 1, 87: 9, 21: 1, 89: 12, 17: 5, 10: 3, 59: 0, 33: 4, 56: 5, 90: 10, 55: 3, 81: 12, 14: 0, 29: 2, 67: 7, 12: 4, 13: 3, 11: 2, 64: 6, 49: 1, 94: 5, 16: 0, 45: 7, 82: 7, 47: 6, 78: 11, 75: 7, 1: 0, 73: 4, 25: 0, 35: 7, 51: 5, 88: 11, 36: 5, 50: 5, 84: 9, 95: 4, 28: 5, 8: 3, 42: 8, 52: 8, 32: 6, 77: 3, 18: 6, 63: 1, 43: 1, 7: 1, 99: 9, 96: 6, 54: 4}",True
"mrv, lcv, mac",13,0.014523029327392578,100,0,"{82: 7, 26: 4, 90: 10, 67: 7, 7: 1, 43: 1, 68: 7, 15: 2, 35: 7, 59: 0, 60: 0, 3: 1, 29: 2, 87: 9, 74: 6, 50: 5, 34: 4, 75: 7, 92: 1, 44: 1, 66: 9, 78: 11, 52: 8, 83: 10, 62: 9, 5: 2, 97: 12, 30: 4, 27: 2, 72: 9, 20: 1, 73: 4, 58: 8, 95: 4, 91: 0, 84: 9, 8: 3, 1: 0, 12: 4, 81: 12, 64: 6, 69: 8, 18: 6, 22: 5, 24: 3, 96: 6, 19: 2, 40: 4, 38: 3, 46: 8, 65: 0, 85: 4, 93: 12, 48: 1, 33: 4, 0: 0, 16: 0, 37: 6, 32: 6, 57: 8, 56: 5, 71: 7, 70: 10, 39: 6, 88: 11, 76: 10, 86: 10, 36: 5, 9: 2, 45: 7, 53: 6, 14: 0, 4: 1, 51: 5, 11: 2, 21: 1, 94: 5, 54: 4, 77: 3, 17: 5, 89: 12, 99: 9, 10: 3, 42: 8, 31: 7, 98: 4, 23: 2, 61: 8, 55: 3, 25: 0, 41: 0, 13: 3, 47: 6, 63: 1, 80: 8, 49: 1, 6: 2, 2: 1, 79: 11, 28: 5}",True
"run 2 graph [100,0.3] average time",fastest combination,fastest time,slowest combination,slowest time
0.008918523788452148,"first_unassigned_variable, unordered_domain_values, forward_checking",0.0036270618438720703,"mrv, lcv, mac",0.014523029327392578
"graph [100,0.4]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",18,0.015764951705932617,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",18,0.004843950271606445,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, unordered_domain_values, mac",18,0.009727001190185547,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, no_inference",18,0.00551915168762207,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, forward_checking",18,0.0067996978759765625,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, mac",18,0.012133121490478516,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"mrv, unordered_domain_values, no_inference",18,0.009744882583618164,100,0,"{60: 9, 61: 10, 94: 16, 53: 0, 72: 11, 83: 10, 6: 2, 49: 9, 17: 5, 45: 7, 95: 12, 9: 3, 65: 6, 73: 12, 98: 17, 68: 12, 1: 1, 27: 4, 21: 0, 22: 3, 91: 14, 44: 8, 96: 11, 86: 13, 16: 2, 36: 5, 25: 7, 23: 4, 13: 2, 56: 11, 43: 10, 35: 3, 85: 9, 29: 6, 92: 14, 84: 1, 2: 0, 78: 13, 77: 4, 42: 6, 64: 6, 63: 12, 47: 8, 3: 1, 40: 9, 71: 11, 76: 2, 33: 7, 58: 2, 93: 9, 39: 7, 41: 8, 34: 1, 32: 3, 75: 13, 48: 10, 87: 9, 89: 16, 5: 2, 28: 5, 30: 3, 79: 6, 59: 3, 14: 0, 66: 1, 11: 4, 51: 1, 46: 5, 80: 13, 0: 0, 20: 1, 70: 7, 10: 2, 57: 7, 52: 11, 4: 0, 74: 8, 88: 4, 69: 8, 12: 4, 54: 12, 18: 0, 19: 6, 38: 2, 7: 3, 55: 5, 15: 4, 8: 1, 31: 8, 62: 1, 99: 14, 50: 8, 67: 10, 81: 14, 82: 15, 26: 6, 90: 15, 24: 5, 97: 11, 37: 1}",True
"mrv, unordered_domain_values, forward_checking",18,0.010900020599365234,100,0,"{5: 2, 7: 3, 20: 1, 39: 7, 89: 16, 99: 14, 42: 6, 50: 8, 86: 13, 73: 12, 88: 4, 37: 1, 76: 2, 57: 7, 44: 8, 62: 1, 32: 3, 91: 14, 25: 7, 18: 0, 58: 2, 34: 1, 56: 11, 54: 12, 9: 3, 87: 9, 82: 15, 63: 12, 95: 12, 4: 0, 6: 2, 70: 7, 26: 6, 2: 0, 92: 14, 90: 15, 67: 10, 22: 3, 28: 5, 3: 1, 29: 6, 41: 8, 72: 11, 85: 9, 64: 6, 49: 9, 16: 2, 77: 4, 23: 4, 30: 3, 19: 6, 36: 5, 14: 0, 1: 1, 97: 11, 13: 2, 17: 5, 98: 17, 83: 10, 11: 4, 71: 11, 15: 4, 27: 4, 52: 11, 31: 8, 74: 8, 0: 0, 93: 9, 69: 8, 79: 6, 61: 10, 59: 3, 60: 9, 48: 10, 65: 6, 10: 2, 96: 11, 21: 0, 94: 16, 8: 1, 47: 8, 78: 13, 40: 9, 12: 4, 81: 14, 68: 12, 84: 1, 24: 5, 45: 7, 51: 1, 53: 0, 35: 3, 33: 7, 75: 13, 46: 5, 38: 2, 55: 5, 43: 10, 80: 13, 66: 1}",True
"mrv, unordered_domain_values, mac",18,0.014984846115112305,100,0,"{60: 9, 85: 9, 62: 1, 77: 4, 69: 8, 34: 1, 12: 4, 67: 10, 79: 6, 66: 1, 22: 3, 99: 14, 24: 5, 33: 7, 64: 6, 73: 12, 39: 7, 5: 2, 48: 10, 31: 8, 46: 5, 28: 5, 32: 3, 68: 12, 56: 11, 87: 9, 81: 14, 75: 13, 20: 1, 25: 7, 71: 11, 13: 2, 11: 4, 96: 11, 3: 1, 93: 9, 61: 10, 0: 0, 17: 5, 29: 6, 23: 4, 1: 1, 59: 3, 19: 6, 4: 0, 30: 3, 41: 8, 94: 16, 86: 13, 83: 10, 16: 2, 43: 10, 15: 4, 92: 14, 40: 9, 57: 7, 89: 16, 44: 8, 47: 8, 52: 11, 36: 5, 26: 6, 55: 5, 72: 11, 18: 0, 27: 4, 65: 6, 45: 7, 91: 14, 84: 1, 63: 12, 82: 15, 9: 3, 7: 3, 90: 15, 88: 4, 42: 6, 76: 2, 8: 1, 35: 3, 53: 0, 37: 1, 54: 12, 74: 8, 6: 2, 38: 2, 95: 12, 70: 7, 2: 0, 50: 8, 78: 13, 51: 1, 21: 0, 14: 0, 58: 2, 97: 11, 98: 17, 10: 2, 80: 13, 49: 9}",True
"mrv, lcv, no_inference",18,0.011330127716064453,100,0,"{95: 12, 35: 3, 84: 1, 58: 2, 81: 14, 4: 0, 86: 13, 45: 7, 80: 13, 92: 14, 11: 4, 8: 1, 48: 10, 34: 1, 57: 7, 42: 6, 14: 0, 68: 12, 6: 2, 2: 0, 74: 8, 66: 1, 61: 10, 47: 8, 41: 8, 62: 1, 79: 6, 38: 2, 73: 12, 69: 8, 89: 16, 85: 9, 46: 5, 63: 12, 44: 8, 39: 7, 90: 15, 26: 6, 32: 3, 82: 15, 78: 13, 30: 3, 56: 11, 60: 9, 13: 2, 53: 0, 50: 8, 97: 11, 7: 3, 51: 1, 40: 9, 71: 11, 10: 2, 33: 7, 19: 6, 55: 5, 43: 10, 94: 16, 12: 4, 23: 4, 59: 3, 17: 5, 99: 14, 24: 5, 15: 4, 98: 17, 75: 13, 52: 11, 31: 8, 64: 6, 3: 1, 20: 1, 9: 3, 83: 10, 49: 9, 87: 9, 29: 6, 16: 2, 0: 0, 28: 5, 27: 4, 22: 3, 91: 14, 93: 9, 76: 2, 96: 11, 88: 4, 25: 7, 37: 1, 67: 10, 18: 0, 36: 5, 77: 4, 72: 11, 65: 6, 5: 2, 54: 12, 21: 0, 1: 1, 70: 7}",True
"mrv, lcv, forward_checking",18,0.012614965438842773,100,0,"{8: 1, 46: 5, 54: 12, 26: 6, 22: 3, 92: 14, 87: 9, 58: 2, 38: 2, 1: 1, 15: 4, 12: 4, 99: 14, 4: 0, 93: 9, 63: 12, 19: 6, 42: 6, 61: 10, 11: 4, 53: 0, 84: 1, 5: 2, 64: 6, 77: 4, 10: 2, 59: 3, 76: 2, 94: 16, 71: 11, 96: 11, 51: 1, 31: 8, 21: 0, 47: 8, 68: 12, 50: 8, 18: 0, 2: 0, 23: 4, 49: 9, 62: 1, 41: 8, 33: 7, 32: 3, 78: 13, 3: 1, 81: 14, 56: 11, 37: 1, 57: 7, 75: 13, 7: 3, 66: 1, 39: 7, 91: 14, 16: 2, 98: 17, 60: 9, 6: 2, 88: 4, 97: 11, 29: 6, 70: 7, 13: 2, 24: 5, 34: 1, 9: 3, 30: 3, 86: 13, 14: 0, 55: 5, 45: 7, 25: 7, 20: 1, 72: 11, 0: 0, 85: 9, 27: 4, 82: 15, 90: 15, 52: 11, 74: 8, 69: 8, 48: 10, 65: 6, 79: 6, 36: 5, 89: 16, 35: 3, 17: 5, 80: 13, 28: 5, 40: 9, 83: 10, 73: 12, 43: 10, 44: 8, 67: 10, 95: 12}",True
"mrv, lcv, mac",18,0.01682901382446289,100,0,"{81: 14, 1: 1, 52: 11, 23: 4, 71: 11, 28: 5, 83: 10, 56: 11, 35: 3, 66: 1, 58: 2, 55: 5, 54: 12, 96: 11, 37: 1, 19: 6, 94: 16, 61: 10, 30: 3, 3: 1, 75: 13, 17: 5, 93: 9, 45: 7, 80: 13, 26: 6, 31: 8, 68: 12, 33: 7, 92: 14, 16: 2, 0: 0, 97: 11, 43: 10, 24: 5, 38: 2, 14: 0, 6: 2, 47: 8, 89: 16, 44: 8, 60: 9, 32: 3, 13: 2, 76: 2, 51: 1, 90: 15, 72: 11, 36: 5, 65: 6, 10: 2, 7: 3, 82: 15, 2: 0, 53: 0, 70: 7, 86: 13, 84: 1, 95: 12, 50: 8, 39: 7, 73: 12, 27: 4, 79: 6, 21: 0, 77: 4, 98: 17, 46: 5, 25: 7, 91: 14, 85: 9, 34: 1, 63: 12, 99: 14, 11: 4, 8: 1, 74: 8, 78: 13, 41: 8, 15: 4, 49: 9, 88: 4, 9: 3, 48: 10, 4: 0, 22: 3, 29: 6, 12: 4, 5: 2, 18: 0, 67: 10, 64: 6, 87: 9, 40: 9, 57: 7, 59: 3, 42: 6, 20: 1, 62: 1, 69: 8}",True
"run 2 graph [100,0.4] average time",fastest combination,fastest time,slowest combination,slowest time
0.010932644208272299,"first_unassigned_variable, unordered_domain_values, forward_checking",0.004843950271606445,"mrv, lcv, mac",0.01682901382446289
"graph [100,0.5]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",22,0.02006387710571289,100,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 3, 7: 3, 8: 3, 9: 1, 10: 2, 11: 1, 12: 1, 13: 3, 14: 4, 15: 0, 16: 4, 17: 0, 18: 5, 19: 5, 20: 5, 21: 2, 22: 1, 23: 6, 24: 6, 25: 4, 26: 7, 27: 0, 28: 3, 29: 5, 30: 2, 31: 4, 32: 8, 33: 6, 34: 7, 35: 7, 36: 8, 37: 8, 38: 3, 39: 9, 40: 9, 41: 7, 42: 9, 43: 10, 44: 10, 45: 6, 46: 11, 47: 11, 48: 12, 49: 12, 50: 9, 51: 11, 52: 9, 53: 10, 54: 9, 55: 13, 56: 6, 57: 8, 58: 10, 59: 14, 60: 13, 61: 8, 62: 4, 63: 12, 64: 10, 65: 15, 66: 14, 67: 4, 68: 12, 69: 5, 70: 16, 71: 7, 72: 16, 73: 2, 74: 1, 75: 11, 76: 17, 77: 14, 78: 17, 79: 0, 80: 5, 81: 12, 82: 13, 83: 14, 84: 16, 85: 18, 86: 9, 87: 13, 88: 8, 89: 19, 90: 15, 91: 20, 92: 17, 93: 21, 94: 15, 95: 3, 96: 11, 97: 10, 98: 18, 99: 11}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",22,0.005530118942260742,100,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 3, 7: 3, 8: 3, 9: 1, 10: 2, 11: 1, 12: 1, 13: 3, 14: 4, 15: 0, 16: 4, 17: 0, 18: 5, 19: 5, 20: 5, 21: 2, 22: 1, 23: 6, 24: 6, 25: 4, 26: 7, 27: 0, 28: 3, 29: 5, 30: 2, 31: 4, 32: 8, 33: 6, 34: 7, 35: 7, 36: 8, 37: 8, 38: 3, 39: 9, 40: 9, 41: 7, 42: 9, 43: 10, 44: 10, 45: 6, 46: 11, 47: 11, 48: 12, 49: 12, 50: 9, 51: 11, 52: 9, 53: 10, 54: 9, 55: 13, 56: 6, 57: 8, 58: 10, 59: 14, 60: 13, 61: 8, 62: 4, 63: 12, 64: 10, 65: 15, 66: 14, 67: 4, 68: 12, 69: 5, 70: 16, 71: 7, 72: 16, 73: 2, 74: 1, 75: 11, 76: 17, 77: 14, 78: 17, 79: 0, 80: 5, 81: 12, 82: 13, 83: 14, 84: 16, 85: 18, 86: 9, 87: 13, 88: 8, 89: 19, 90: 15, 91: 20, 92: 17, 93: 21, 94: 15, 95: 3, 96: 11, 97: 10, 98: 18, 99: 11}",True
