run 1
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, forward_checking",13,0.0037078857421875,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, unordered_domain_values, mac",13,0.007843017578125,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, no_inference",13,0.0044939517974853516,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, forward_checking",13,0.006805896759033203,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, mac",13,0.008727073669433594,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"mrv, unordered_domain_values, no_inference",13,0.010640859603881836,100,0,"{75: 7, 45: 7, 6: 2, 7: 1, 27: 2, 48: 1, 71: 7, 88: 11, 44: 1, 24: 3, 42: 8, 25: 0, 74: 6, 3: 1, 15: 2, 32: 6, 34: 4, 5: 2, 95: 4, 96: 6, 63: 1, 76: 10, 97: 12, 67: 7, 41: 0, 18: 6, 26: 4, 54: 4, 22: 5, 86: 10, 35: 7, 47: 6, 87: 9, 85: 4, 93: 12, 69: 8, 77: 3, 21: 1, 28: 5, 80: 8, 16: 0, 36: 5, 65: 0, 78: 11, 23: 2, 83: 10, 4: 1, 1: 0, 99: 9, 40: 4, 50: 5, 38: 3, 14: 0, 11: 2, 90: 10, 61: 8, 51: 5, 19: 2, 57: 8, 39: 6, 53: 6, 84: 9, 29: 2, 12: 4, 43: 1, 9: 2, 13: 3, 31: 7, 92: 1, 46: 8, 59: 0, 94: 5, 98: 4, 81: 12, 17: 5, 55: 3, 10: 3, 56: 5, 30: 4, 64: 6, 0: 0, 62: 9, 68: 7, 91: 0, 79: 11, 20: 1, 8: 3, 33: 4, 66: 9, 60: 0, 73: 4, 72: 9, 37: 6, 49: 1, 70: 10, 52: 8, 82: 7, 89: 12, 2: 1, 58: 8}",True
"mrv, unordered_domain_values, forward_checking",13,0.010057926177978516,100,0,"{12: 4, 1: 0, 67: 7, 94: 5, 91: 0, 75: 7, 0: 0, 64: 6, 30: 4, 65: 0, 80: 8, 95: 4, 66: 9, 97: 12, 27: 2, 25: 0, 51: 5, 68: 7, 85: 4, 47: 6, 60: 0, 71: 7, 87: 9, 4: 1, 46: 8, 58: 8, 50: 5, 73: 4, 55: 3, 70: 10, 43: 1, 53: 6, 78: 11, 56: 5, 10: 3, 24: 3, 74: 6, 34: 4, 3: 1, 36: 5, 41: 0, 28: 5, 26: 4, 92: 1, 54: 4, 88: 11, 98: 4, 18: 6, 89: 12, 37: 6, 33: 4, 76: 10, 63: 1, 23: 2, 86: 10, 16: 0, 29: 2, 72: 9, 17: 5, 6: 2, 7: 1, 83: 10, 11: 2, 13: 3, 35: 7, 61: 8, 84: 9, 82: 7, 5: 2, 96: 6, 52: 8, 40: 4, 77: 3, 79: 11, 15: 2, 20: 1, 99: 9, 45: 7, 2: 1, 69: 8, 93: 12, 44: 1, 22: 5, 81: 12, 62: 9, 14: 0, 31: 7, 49: 1, 38: 3, 8: 3, 39: 6, 19: 2, 48: 1, 9: 2, 42: 8, 57: 8, 21: 1, 32: 6, 90: 10, 59: 0}",True
"mrv, unordered_domain_values, mac",13,0.01366424560546875,100,0,"{29: 2, 24: 3, 33: 4, 97: 12, 39: 6, 86: 10, 76: 10, 74: 6, 11: 2, 16: 0, 47: 6, 90: 10, 80: 8, 35: 7, 8: 3, 37: 6, 71: 7, 14: 0, 42: 8, 18: 6, 54: 4, 62: 9, 70: 10, 63: 1, 2: 1, 26: 4, 57: 8, 73: 4, 84: 9, 34: 4, 36: 5, 89: 12, 85: 4, 45: 7, 10: 3, 91: 0, 82: 7, 17: 5, 61: 8, 67: 7, 30: 4, 88: 11, 72: 9, 38: 3, 46: 8, 87: 9, 22: 5, 21: 1, 23: 2, 60: 0, 27: 2, 6: 2, 12: 4, 93: 12, 31: 7, 50: 5, 48: 1, 98: 4, 40: 4, 64: 6, 79: 11, 7: 1, 59: 0, 56: 5, 92: 1, 55: 3, 75: 7, 15: 2, 81: 12, 32: 6, 25: 0, 44: 1, 78: 11, 41: 0, 66: 9, 51: 5, 5: 2, 13: 3, 20: 1, 94: 5, 58: 8, 19: 2, 1: 0, 28: 5, 77: 3, 52: 8, 0: 0, 4: 1, 95: 4, 53: 6, 99: 9, 96: 6, 49: 1, 3: 1, 69: 8, 9: 2, 68: 7, 83: 10, 43: 1, 65: 0}",True
"mrv, lcv, no_inference",13,0.010925054550170898,100,0,"{26: 4, 9: 2, 53: 6, 49: 1, 8: 3, 31: 7, 45: 7, 70: 10, 40: 4, 52: 8, 66: 9, 15: 2, 41: 0, 3: 1, 43: 1, 68: 7, 1: 0, 11: 2, 54: 4, 50: 5, 77: 3, 98: 4, 16: 0, 46: 8, 59: 0, 38: 3, 86: 10, 87: 9, 27: 2, 96: 6, 10: 3, 73: 4, 78: 11, 79: 11, 34: 4, 6: 2, 21: 1, 69: 8, 56: 5, 55: 3, 58: 8, 14: 0, 42: 8, 2: 1, 91: 0, 24: 3, 64: 6, 23: 2, 48: 1, 99: 9, 39: 6, 18: 6, 44: 1, 62: 9, 33: 4, 83: 10, 90: 10, 92: 1, 89: 12, 29: 2, 57: 8, 30: 4, 51: 5, 74: 6, 88: 11, 36: 5, 4: 1, 85: 4, 35: 7, 0: 0, 61: 8, 32: 6, 17: 5, 60: 0, 63: 1, 80: 8, 93: 12, 67: 7, 19: 2, 5: 2, 72: 9, 97: 12, 95: 4, 81: 12, 37: 6, 47: 6, 12: 4, 82: 7, 84: 9, 13: 3, 94: 5, 28: 5, 75: 7, 76: 10, 71: 7, 20: 1, 22: 5, 7: 1, 25: 0, 65: 0}",True
"mrv, lcv, forward_checking",13,0.011017084121704102,100,0,"{47: 6, 64: 6, 88: 11, 75: 7, 69: 8, 98: 4, 41: 0, 20: 1, 6: 2, 48: 1, 74: 6, 81: 12, 63: 1, 13: 3, 40: 4, 42: 8, 18: 6, 7: 1, 77: 3, 96: 6, 92: 1, 38: 3, 32: 6, 79: 11, 3: 1, 5: 2, 23: 2, 19: 2, 24: 3, 39: 6, 65: 0, 46: 8, 72: 9, 93: 12, 49: 1, 67: 7, 16: 0, 84: 9, 33: 4, 44: 1, 54: 4, 58: 8, 28: 5, 68: 7, 29: 2, 11: 2, 56: 5, 34: 4, 89: 12, 30: 4, 53: 6, 55: 3, 27: 2, 70: 10, 78: 11, 80: 8, 87: 9, 51: 5, 76: 10, 59: 0, 60: 0, 86: 10, 17: 5, 9: 2, 57: 8, 91: 0, 85: 4, 1: 0, 45: 7, 0: 0, 26: 4, 94: 5, 14: 0, 10: 3, 62: 9, 25: 0, 43: 1, 37: 6, 66: 9, 82: 7, 71: 7, 21: 1, 50: 5, 31: 7, 73: 4, 8: 3, 2: 1, 90: 10, 61: 8, 95: 4, 4: 1, 52: 8, 35: 7, 83: 10, 22: 5, 97: 12, 12: 4, 99: 9, 15: 2, 36: 5}",True
"mrv, lcv, mac",13,0.014235258102416992,100,0,"{50: 5, 64: 6, 31: 7, 87: 9, 68: 7, 36: 5, 93: 12, 29: 2, 71: 7, 23: 2, 60: 0, 4: 1, 5: 2, 20: 1, 25: 0, 91: 0, 0: 0, 65: 0, 79: 11, 49: 1, 55: 3, 32: 6, 51: 5, 1: 0, 76: 10, 56: 5, 10: 3, 73: 4, 46: 8, 24: 3, 34: 4, 9: 2, 74: 6, 30: 4, 54: 4, 42: 8, 66: 9, 89: 12, 35: 7, 92: 1, 83: 10, 59: 0, 40: 4, 22: 5, 88: 11, 13: 3, 27: 2, 26: 4, 3: 1, 37: 6, 12: 4, 48: 1, 18: 6, 43: 1, 57: 8, 77: 3, 45: 7, 44: 1, 16: 0, 96: 6, 15: 2, 82: 7, 94: 5, 14: 0, 8: 3, 17: 5, 38: 3, 98: 4, 58: 8, 6: 2, 81: 12, 99: 9, 47: 6, 84: 9, 75: 7, 67: 7, 39: 6, 41: 0, 28: 5, 70: 10, 97: 12, 21: 1, 62: 9, 90: 10, 19: 2, 61: 8, 7: 1, 72: 9, 53: 6, 52: 8, 86: 10, 69: 8, 11: 2, 78: 11, 95: 4, 2: 1, 80: 8, 33: 4, 63: 1, 85: 4}",True
"run 3 graph [100,0.3] average time",fastest combination,fastest time,slowest combination,slowest time
0.009371121724446615,"first_unassigned_variable, unordered_domain_values, forward_checking",0.0037078857421875,"mrv, lcv, mac",0.014235258102416992
"graph [100,0.4]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",18,0.01437520980834961,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",18,0.00450897216796875,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, unordered_domain_values, mac",18,0.008966207504272461,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, no_inference",18,0.005132913589477539,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, forward_checking",18,0.006290912628173828,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"first_unassigned_variable, lcv, mac",18,0.010504961013793945,100,0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 2, 11: 4, 12: 4, 13: 2, 14: 0, 15: 4, 16: 2, 17: 5, 18: 0, 19: 6, 20: 1, 21: 0, 22: 3, 23: 4, 24: 5, 25: 7, 26: 6, 27: 4, 28: 5, 29: 6, 30: 3, 31: 8, 32: 3, 33: 7, 34: 1, 35: 3, 36: 5, 37: 1, 38: 2, 39: 7, 40: 9, 41: 8, 42: 6, 43: 10, 44: 8, 45: 7, 46: 5, 47: 8, 48: 10, 49: 9, 50: 8, 51: 1, 52: 11, 53: 0, 54: 12, 55: 5, 56: 11, 57: 7, 58: 2, 59: 3, 60: 9, 61: 10, 62: 1, 63: 12, 64: 6, 65: 6, 66: 1, 67: 10, 68: 12, 69: 8, 70: 7, 71: 11, 72: 11, 73: 12, 74: 8, 75: 13, 76: 2, 77: 4, 78: 13, 79: 6, 80: 13, 81: 14, 82: 15, 83: 10, 84: 1, 85: 9, 86: 13, 87: 9, 88: 4, 89: 16, 90: 15, 91: 14, 92: 14, 93: 9, 94: 16, 95: 12, 96: 11, 97: 11, 98: 17, 99: 14}",True
"mrv, unordered_domain_values, no_inference",18,0.009515047073364258,100,0,"{81: 14, 59: 3, 13: 2, 10: 2, 80: 13, 39: 7, 52: 11, 41: 8, 95: 12, 68: 12, 96: 11, 38: 2, 27: 4, 40: 9, 85: 9, 31: 8, 87: 9, 93: 9, 26: 6, 36: 5, 19: 6, 9: 3, 51: 1, 54: 12, 32: 3, 57: 7, 2: 0, 67: 10, 64: 6, 29: 6, 44: 8, 8: 1, 1: 1, 33: 7, 75: 13, 83: 10, 89: 16, 0: 0, 34: 1, 4: 0, 62: 1, 14: 0, 94: 16, 17: 5, 49: 9, 70: 7, 72: 11, 23: 4, 18: 0, 11: 4, 91: 14, 42: 6, 5: 2, 37: 1, 47: 8, 79: 6, 20: 1, 45: 7, 50: 8, 97: 11, 78: 13, 63: 12, 15: 4, 43: 10, 25: 7, 82: 15, 66: 1, 22: 3, 65: 6, 21: 0, 58: 2, 77: 4, 69: 8, 60: 9, 71: 11, 28: 5, 88: 4, 3: 1, 76: 2, 99: 14, 35: 3, 12: 4, 84: 1, 7: 3, 46: 5, 30: 3, 92: 14, 55: 5, 48: 10, 98: 17, 24: 5, 74: 8, 73: 12, 53: 0, 61: 10, 16: 2, 6: 2, 86: 13, 56: 11, 90: 15}",True
"mrv, unordered_domain_values, forward_checking",18,0.010779857635498047,100,0,"{47: 8, 53: 0, 24: 5, 74: 8, 18: 0, 89: 16, 65: 6, 38: 2, 34: 1, 20: 1, 97: 11, 5: 2, 87: 9, 68: 12, 9: 3, 29: 6, 79: 6, 98: 17, 73: 12, 93: 9, 15: 4, 10: 2, 22: 3, 3: 1, 71: 11, 94: 16, 37: 1, 76: 2, 60: 9, 49: 9, 58: 2, 19: 6, 36: 5, 75: 13, 69: 8, 70: 7, 91: 14, 39: 7, 80: 13, 28: 5, 2: 0, 56: 11, 78: 13, 55: 5, 66: 1, 90: 15, 67: 10, 52: 11, 51: 1, 33: 7, 4: 0, 17: 5, 86: 13, 45: 7, 7: 3, 31: 8, 41: 8, 54: 12, 63: 12, 26: 6, 25: 7, 27: 4, 48: 10, 61: 10, 99: 14, 59: 3, 82: 15, 21: 0, 1: 1, 14: 0, 12: 4, 85: 9, 84: 1, 44: 8, 40: 9, 77: 4, 92: 14, 11: 4, 42: 6, 62: 1, 13: 2, 23: 4, 35: 3, 16: 2, 88: 4, 50: 8, 81: 14, 64: 6, 95: 12, 46: 5, 30: 3, 8: 1, 57: 7, 6: 2, 43: 10, 72: 11, 0: 0, 83: 10, 96: 11, 32: 3}",True
"mrv, unordered_domain_values, mac",18,0.014994144439697266,100,0,"{26: 6, 51: 1, 44: 8, 21: 0, 54: 12, 25: 7, 35: 3, 14: 0, 5: 2, 9: 3, 23: 4, 32: 3, 36: 5, 52: 11, 60: 9, 68: 12, 89: 16, 7: 3, 30: 3, 95: 12, 40: 9, 58: 2, 92: 14, 90: 15, 84: 1, 69: 8, 1: 1, 88: 4, 42: 6, 43: 10, 63: 12, 74: 8, 45: 7, 79: 6, 62: 1, 4: 0, 81: 14, 91: 14, 2: 0, 38: 2, 3: 1, 77: 4, 39: 7, 33: 7, 11: 4, 83: 10, 98: 17, 29: 6, 31: 8, 96: 11, 80: 13, 13: 2, 61: 10, 19: 6, 22: 3, 34: 1, 64: 6, 17: 5, 16: 2, 10: 2, 99: 14, 70: 7, 65: 6, 67: 10, 6: 2, 73: 12, 0: 0, 87: 9, 97: 11, 82: 15, 78: 13, 75: 13, 37: 1, 59: 3, 50: 8, 20: 1, 93: 9, 41: 8, 8: 1, 72: 11, 94: 16, 18: 0, 15: 4, 46: 5, 47: 8, 27: 4, 12: 4, 86: 13, 24: 5, 53: 0, 49: 9, 71: 11, 56: 11, 48: 10, 85: 9, 76: 2, 28: 5, 66: 1, 57: 7, 55: 5}",True
"mrv, lcv, no_inference",18,0.011890888214111328,100,0,"{65: 6, 12: 4, 18: 0, 92: 14, 15: 4, 29: 6, 23: 4, 74: 8, 51: 1, 57: 7, 40: 9, 67: 10, 93: 9, 24: 5, 13: 2, 77: 4, 35: 3, 88: 4, 21: 0, 69: 8, 31: 8, 68: 12, 79: 6, 34: 1, 33: 7, 2: 0, 36: 5, 56: 11, 1: 1, 83: 10, 3: 1, 81: 14, 8: 1, 66: 1, 78: 13, 86: 13, 50: 8, 52: 11, 17: 5, 82: 15, 91: 14, 20: 1, 98: 17, 5: 2, 28: 5, 62: 1, 61: 10, 89: 16, 76: 2, 44: 8, 80: 13, 87: 9, 49: 9, 97: 11, 70: 7, 9: 3, 48: 10, 19: 6, 32: 3, 0: 0, 59: 3, 55: 5, 54: 12, 42: 6, 16: 2, 38: 2, 37: 1, 43: 10, 95: 12, 90: 15, 6: 2, 26: 6, 84: 1, 75: 13, 22: 3, 10: 2, 58: 2, 94: 16, 53: 0, 96: 11, 4: 0, 60: 9, 11: 4, 72: 11, 99: 14, 7: 3, 64: 6, 30: 3, 41: 8, 14: 0, 85: 9, 39: 7, 73: 12, 63: 12, 27: 4, 71: 11, 47: 8, 25: 7, 45: 7, 46: 5}",True
