run 1,,,,,,,,,
"graph [30,0.1]",,,,,,,,,
"mrv, unordered_domain_values, no_inference",8,0.001157284,30,0,"{15: 4, 24: 1, 10: 3, 1: 0, 25: 7, 16: 5, 2: 1, 23: 7, 14: 3, 13: 3, 0: 0, 4: 1, 21: 6, 7: 0, 19: 4, 12: 4, 20: 2, 28: 3, 8: 0, 6: 0, 18: 5, 27: 2, 9: 2, 11: 1, 26: 3, 3: 2, 5: 2, 29: 5, 22: 2, 17: 6}",TRUE,,,
"mrv, unordered_domain_values, forward_checking",8,0.001584291,30,0,"{18: 5, 0: 0, 8: 0, 14: 3, 22: 2, 15: 4, 25: 7, 19: 4, 17: 6, 29: 5, 9: 2, 7: 0, 1: 0, 5: 2, 6: 0, 11: 1, 12: 4, 28: 3, 23: 7, 20: 2, 21: 6, 3: 2, 27: 2, 2: 1, 4: 1, 13: 3, 16: 5, 26: 3, 10: 3, 24: 1}",TRUE,,,
"mrv, unordered_domain_values, mac",8,0.002076864,30,0,"{29: 5, 3: 2, 9: 2, 12: 4, 11: 1, 26: 3, 23: 7, 7: 0, 21: 6, 6: 0, 8: 0, 5: 2, 2: 1, 4: 1, 1: 0, 18: 5, 19: 4, 0: 0, 25: 7, 22: 2, 15: 4, 16: 5, 24: 1, 27: 2, 13: 3, 14: 3, 17: 6, 10: 3, 28: 3, 20: 2}",TRUE,,,
"mrv, lcv, no_inference",8,0.001194954,30,0,"{6: 0, 29: 5, 19: 4, 25: 7, 10: 3, 26: 3, 17: 6, 15: 4, 11: 1, 3: 2, 20: 2, 13: 3, 1: 0, 7: 0, 14: 3, 18: 5, 9: 2, 12: 4, 21: 6, 16: 5, 23: 7, 22: 2, 27: 2, 24: 1, 28: 3, 8: 0, 2: 1, 5: 2, 4: 1, 0: 0}",TRUE,,,
"mrv, lcv, forward_checking",8,0.001308918,30,0,"{12: 4, 27: 2, 3: 2, 2: 1, 22: 2, 18: 5, 7: 0, 17: 6, 26: 3, 4: 1, 11: 1, 8: 0, 10: 3, 23: 7, 6: 0, 14: 3, 9: 2, 20: 2, 28: 3, 13: 3, 25: 7, 29: 5, 1: 0, 5: 2, 21: 6, 19: 4, 15: 4, 0: 0, 16: 5, 24: 1}",TRUE,,,
"mrv, lcv, mac",8,0.002000093,30,0,"{6: 0, 9: 2, 0: 0, 22: 2, 19: 4, 4: 1, 29: 5, 14: 3, 21: 6, 15: 4, 26: 3, 23: 7, 25: 7, 13: 3, 18: 5, 1: 0, 2: 1, 24: 1, 11: 1, 5: 2, 17: 6, 20: 2, 28: 3, 8: 0, 3: 2, 7: 0, 16: 5, 10: 3, 12: 4, 27: 2}",TRUE,,,
"run 2 graph [30,0.5] average time",fastest combination,fastest time,slowest combination,slowest time,,,,,
0.001228571,"first_unassigned_variable, unordered_domain_values, forward_checking",0.000553846,"mrv, unordered_domain_values, mac",0.002076864,,,,,
run 2 combinations average time:,,,,,,,,,
"first_unassigned_variable, unordered_domain_values, no_inference",0.004075527,,,,,,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",0.002972841,,,,,,,,
"first_unassigned_variable, unordered_domain_values, mac",0.004496574,,,,,,,,
"first_unassigned_variable, lcv, no_inference",0.002418518,,,,,,,,
"first_unassigned_variable, lcv, forward_checking",0.003114223,,,,,,,,
"first_unassigned_variable, lcv, mac",0.006705046,,,,,,,,
"mrv, unordered_domain_values, no_inference",0.005100489,,,,,,,,
"mrv, unordered_domain_values, forward_checking",0.005744934,,,,,,,,
"mrv, unordered_domain_values, mac",0.007232189,,,,,,,,
"mrv, lcv, no_inference",0.005526304,,,,,,,,
"mrv, lcv, forward_checking",0.00592494,,,,,,,,
"mrv, lcv, mac",0.007619619,,,,,,,,
run 3,,,,,,,,,
"graph [30,0.1]",,,,,,,,,
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness,,,
"first_unassigned_variable, unordered_domain_values, no_inference",4,0.00050211,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",4,0.000293255,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, mac",4,0.000413179,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"first_unassigned_variable, lcv, no_inference",4,0.000515938,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"first_unassigned_variable, lcv, forward_checking",4,0.000470877,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"first_unassigned_variable, lcv, mac",4,0.000617027,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 2, 12: 1, 13: 0, 14: 2, 15: 0, 16: 0, 17: 2, 18: 3, 19: 0, 20: 2, 21: 0, 22: 2, 23: 3, 24: 0, 25: 1, 26: 2, 27: 2, 28: 0, 29: 2}",TRUE,,,
"mrv, unordered_domain_values, no_inference",4,0.001444817,30,0,"{7: 1, 12: 1, 8: 1, 23: 3, 28: 0, 20: 2, 3: 0, 25: 1, 4: 1, 11: 2, 6: 0, 16: 0, 17: 2, 13: 0, 24: 0, 27: 2, 14: 2, 18: 3, 22: 2, 26: 2, 0: 0, 29: 2, 1: 0, 10: 0, 9: 1, 21: 0, 2: 1, 19: 0, 15: 0, 5: 0}",TRUE,,,
"mrv, unordered_domain_values, forward_checking",4,0.001064062,30,0,"{22: 2, 9: 1, 29: 2, 15: 0, 12: 1, 7: 1, 24: 0, 10: 0, 14: 2, 21: 0, 8: 1, 5: 0, 13: 0, 23: 3, 17: 2, 0: 0, 18: 3, 16: 0, 25: 1, 2: 1, 3: 0, 20: 2, 27: 2, 11: 2, 28: 0, 19: 0, 4: 1, 6: 0, 26: 2, 1: 0}",TRUE,,,
"mrv, unordered_domain_values, mac",4,0.001037836,30,0,"{17: 2, 20: 2, 16: 0, 0: 0, 1: 0, 7: 1, 28: 0, 26: 2, 24: 0, 8: 1, 2: 1, 9: 1, 29: 2, 13: 0, 25: 1, 4: 1, 6: 0, 10: 0, 14: 2, 23: 3, 5: 0, 21: 0, 18: 3, 12: 1, 22: 2, 11: 2, 3: 0, 19: 0, 27: 2, 15: 0}",TRUE,,,
"mrv, lcv, no_inference",4,0.000926971,30,0,"{3: 0, 2: 1, 20: 2, 23: 3, 29: 2, 4: 1, 26: 2, 15: 0, 17: 2, 18: 3, 28: 0, 9: 1, 21: 0, 16: 0, 19: 0, 14: 2, 7: 1, 27: 2, 22: 2, 0: 0, 12: 1, 8: 1, 5: 0, 6: 0, 1: 0, 24: 0, 11: 2, 25: 1, 13: 0, 10: 0}",TRUE,,,
"mrv, lcv, forward_checking",4,0.000965118,30,0,"{28: 0, 9: 1, 6: 0, 21: 0, 17: 2, 10: 0, 18: 3, 16: 0, 5: 0, 26: 2, 13: 0, 29: 2, 24: 0, 8: 1, 3: 0, 4: 1, 0: 0, 23: 3, 22: 2, 27: 2, 19: 0, 14: 2, 2: 1, 11: 2, 12: 1, 15: 0, 1: 0, 7: 1, 25: 1, 20: 2}",TRUE,,,
"mrv, lcv, mac",4,0.001172066,30,0,"{3: 0, 16: 0, 10: 0, 27: 2, 2: 1, 21: 0, 18: 3, 14: 2, 15: 0, 6: 0, 4: 1, 17: 2, 23: 3, 24: 0, 8: 1, 25: 1, 1: 0, 28: 0, 26: 2, 19: 0, 9: 1, 13: 0, 7: 1, 29: 2, 0: 0, 22: 2, 11: 2, 20: 2, 5: 0, 12: 1}",TRUE,,,
"run 3 graph [30,0.1] average time",fastest combination,fastest time,slowest combination,slowest time,,,,,
0.000785271,"first_unassigned_variable, unordered_domain_values, forward_checking",0.000293255,"mrv, unordered_domain_values, no_inference",0.001444817,,,,,
"graph [30,0.2]",,,,,,,,,
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness,,,
"first_unassigned_variable, unordered_domain_values, no_inference",5,0.000591993,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",5,0.000375748,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, mac",5,0.000587225,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, no_inference",5,0.00041914,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, forward_checking",5,0.000477076,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, mac",5,0.000700235,30,0,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0, 11: 2, 12: 3, 13: 3, 14: 2, 15: 2, 16: 0, 17: 2, 18: 0, 19: 1, 20: 0, 21: 0, 22: 3, 23: 2, 24: 4, 25: 3, 26: 0, 27: 3, 28: 2, 29: 3}",TRUE,,,
"mrv, unordered_domain_values, no_inference",5,0.000924826,30,0,"{5: 0, 6: 1, 18: 0, 3: 0, 27: 3, 20: 0, 14: 2, 8: 1, 4: 2, 24: 4, 12: 3, 29: 3, 17: 2, 19: 1, 1: 0, 25: 3, 10: 0, 2: 1, 22: 3, 21: 0, 28: 2, 9: 3, 13: 3, 15: 2, 16: 0, 7: 1, 26: 0, 23: 2, 0: 0, 11: 2}",TRUE,,,
"mrv, unordered_domain_values, forward_checking",5,0.000976801,30,0,"{26: 0, 16: 0, 4: 2, 28: 2, 2: 1, 10: 0, 22: 3, 18: 0, 0: 0, 12: 3, 14: 2, 20: 0, 27: 3, 5: 0, 15: 2, 21: 0, 25: 3, 1: 0, 11: 2, 24: 4, 17: 2, 8: 1, 23: 2, 6: 1, 3: 0, 19: 1, 7: 1, 29: 3, 13: 3, 9: 3}",TRUE,,,
"mrv, unordered_domain_values, mac",5,0.001297951,30,0,"{7: 1, 11: 2, 28: 2, 18: 0, 17: 2, 27: 3, 23: 2, 29: 3, 14: 2, 3: 0, 25: 3, 22: 3, 21: 0, 2: 1, 9: 3, 19: 1, 16: 0, 8: 1, 26: 0, 10: 0, 13: 3, 5: 0, 4: 2, 1: 0, 0: 0, 20: 0, 24: 4, 12: 3, 6: 1, 15: 2}",TRUE,,,
"mrv, lcv, no_inference",5,0.00103426,30,0,"{23: 2, 5: 0, 28: 2, 19: 1, 7: 1, 10: 0, 18: 0, 16: 0, 0: 0, 1: 0, 20: 0, 2: 1, 15: 2, 12: 3, 13: 3, 21: 0, 29: 3, 4: 2, 3: 0, 24: 4, 25: 3, 8: 1, 14: 2, 6: 1, 27: 3, 22: 3, 17: 2, 9: 3, 26: 0, 11: 2}",TRUE,,,
"mrv, lcv, forward_checking",5,0.001162052,30,0,"{16: 0, 11: 2, 15: 2, 2: 1, 8: 1, 1: 0, 25: 3, 4: 2, 10: 0, 12: 3, 18: 0, 19: 1, 7: 1, 0: 0, 27: 3, 13: 3, 9: 3, 14: 2, 21: 0, 20: 0, 6: 1, 28: 2, 5: 0, 17: 2, 24: 4, 3: 0, 26: 0, 29: 3, 23: 2, 22: 3}",TRUE,,,
"mrv, lcv, mac",5,0.002596855,30,0,"{25: 3, 28: 2, 23: 2, 13: 3, 1: 0, 19: 1, 24: 4, 0: 0, 10: 0, 7: 1, 3: 0, 17: 2, 11: 2, 12: 3, 6: 1, 15: 2, 16: 0, 22: 3, 29: 3, 8: 1, 21: 0, 27: 3, 2: 1, 9: 3, 18: 0, 20: 0, 26: 0, 14: 2, 4: 2, 5: 0}",TRUE,,,
"run 3 graph [30,0.2] average time",fastest combination,fastest time,slowest combination,slowest time,,,,,
0.00092868,"first_unassigned_variable, unordered_domain_values, forward_checking",0.000375748,"mrv, lcv, mac",0.002596855,,,,,
"graph [30,0.3]",,,,,,,,,
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness,,,
"first_unassigned_variable, unordered_domain_values, no_inference",7,0.000823021,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",7,0.000437975,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, mac",7,0.000715017,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, no_inference",7,0.000482082,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, forward_checking",7,0.000559092,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"first_unassigned_variable, lcv, mac",7,0.000878096,30,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 2, 9: 3, 10: 1, 11: 0, 12: 2, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 5, 22: 5, 23: 0, 24: 6, 25: 5, 26: 3, 27: 1, 28: 5, 29: 3}",TRUE,,,
"mrv, unordered_domain_values, no_inference",7,0.000947952,30,0,"{8: 2, 21: 5, 2: 1, 5: 1, 18: 4, 24: 6, 12: 2, 1: 0, 10: 1, 13: 0, 3: 1, 16: 4, 15: 2, 19: 2, 4: 0, 20: 4, 14: 1, 23: 0, 22: 5, 6: 2, 27: 1, 28: 5, 17: 3, 29: 3, 7: 0, 25: 5, 9: 3, 11: 0, 26: 3, 0: 0}",TRUE,,,
"mrv, unordered_domain_values, forward_checking",7,0.001027822,30,0,"{15: 2, 27: 1, 2: 1, 8: 2, 23: 0, 22: 5, 5: 1, 4: 0, 19: 2, 18: 4, 14: 1, 26: 3, 25: 5, 21: 5, 3: 1, 11: 0, 16: 4, 24: 6, 6: 2, 17: 3, 28: 5, 13: 0, 10: 1, 9: 3, 0: 0, 1: 0, 7: 0, 12: 2, 29: 3, 20: 4}",TRUE,,,
"mrv, unordered_domain_values, mac",7,0.001316071,30,0,"{11: 0, 0: 0, 16: 4, 24: 6, 27: 1, 29: 3, 20: 4, 12: 2, 13: 0, 18: 4, 2: 1, 19: 2, 15: 2, 1: 0, 10: 1, 25: 5, 28: 5, 26: 3, 8: 2, 6: 2, 9: 3, 17: 3, 23: 0, 21: 5, 22: 5, 7: 0, 3: 1, 5: 1, 4: 0, 14: 1}",TRUE,,,
"mrv, lcv, no_inference",7,0.00108695,30,0,"{1: 0, 21: 5, 28: 5, 6: 2, 29: 3, 22: 5, 26: 3, 17: 3, 25: 5, 13: 0, 27: 1, 10: 1, 8: 2, 14: 1, 19: 2, 9: 3, 20: 4, 3: 1, 24: 6, 7: 0, 5: 1, 4: 0, 11: 0, 12: 2, 23: 0, 2: 1, 18: 4, 15: 2, 0: 0, 16: 4}",TRUE,,,
"mrv, lcv, forward_checking",7,0.001238108,30,0,"{23: 0, 29: 3, 0: 0, 20: 4, 28: 5, 6: 2, 8: 2, 2: 1, 24: 6, 5: 1, 19: 2, 26: 3, 16: 4, 17: 3, 27: 1, 13: 0, 25: 5, 11: 0, 10: 1, 3: 1, 22: 5, 9: 3, 12: 2, 15: 2, 7: 0, 18: 4, 1: 0, 21: 5, 4: 0, 14: 1}",TRUE,,,
"mrv, lcv, mac",7,0.001467943,30,0,"{14: 1, 22: 5, 10: 1, 18: 4, 5: 1, 23: 0, 25: 5, 11: 0, 1: 0, 19: 2, 13: 0, 29: 3, 0: 0, 20: 4, 28: 5, 9: 3, 15: 2, 12: 2, 17: 3, 26: 3, 4: 0, 27: 1, 2: 1, 3: 1, 8: 2, 6: 2, 7: 0, 24: 6, 21: 5, 16: 4}",TRUE,,,
"run 3 graph [30,0.3] average time",fastest combination,fastest time,slowest combination,slowest time,,,,,
0.000915011,"first_unassigned_variable, unordered_domain_values, forward_checking",0.000437975,"mrv, lcv, mac",0.001467943,,,,,
"graph [30,0.4]",,,,,,,,,
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness,,,
"first_unassigned_variable, unordered_domain_values, no_inference",6,0.001374006,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",6,0.000980854,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, mac",6,0.00133872,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"first_unassigned_variable, lcv, no_inference",6,0.001047134,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"first_unassigned_variable, lcv, forward_checking",6,0.00266695,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"first_unassigned_variable, lcv, mac",6,0.001686096,30,0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 1, 8: 3, 9: 0, 10: 1, 11: 2, 12: 1, 13: 0, 14: 1, 15: 2, 16: 4, 17: 3, 18: 4, 19: 2, 20: 4, 21: 0, 22: 3, 23: 2, 24: 4, 25: 5, 26: 2, 27: 5, 28: 5, 29: 5}",TRUE,,,
"mrv, unordered_domain_values, no_inference",6,0.00125289,30,0,"{14: 1, 16: 4, 13: 0, 19: 2, 15: 2, 17: 3, 0: 0, 29: 5, 10: 1, 11: 2, 18: 4, 24: 4, 25: 5, 21: 0, 7: 1, 4: 0, 1: 0, 8: 3, 20: 4, 5: 0, 6: 2, 22: 3, 2: 0, 28: 5, 27: 5, 3: 1, 26: 2, 23: 2, 12: 1, 9: 0}",TRUE,,,
"mrv, unordered_domain_values, forward_checking",6,0.001070976,30,0,"{27: 5, 24: 4, 2: 0, 14: 1, 16: 4, 12: 1, 21: 0, 7: 1, 20: 4, 25: 5, 28: 5, 0: 0, 17: 3, 15: 2, 22: 3, 8: 3, 23: 2, 19: 2, 5: 0, 13: 0, 26: 2, 1: 0, 6: 2, 3: 1, 10: 1, 9: 0, 4: 0, 11: 2, 29: 5, 18: 4}",TRUE,,,
"mrv, unordered_domain_values, mac",6,0.001630783,30,0,"{27: 5, 18: 4, 11: 2, 28: 5, 20: 4, 2: 0, 14: 1, 4: 0, 19: 2, 10: 1, 12: 1, 16: 4, 29: 5, 23: 2, 21: 0, 7: 1, 15: 2, 22: 3, 1: 0, 17: 3, 8: 3, 9: 0, 3: 1, 26: 2, 5: 0, 0: 0, 6: 2, 13: 0, 25: 5, 24: 4}",TRUE,,,
"mrv, lcv, no_inference",6,0.001267195,30,0,"{2: 0, 9: 0, 21: 0, 7: 1, 0: 0, 29: 5, 26: 2, 13: 0, 20: 4, 25: 5, 24: 4, 16: 4, 6: 2, 18: 4, 11: 2, 4: 0, 1: 0, 12: 1, 8: 3, 23: 2, 28: 5, 15: 2, 17: 3, 22: 3, 10: 1, 27: 5, 5: 0, 19: 2, 3: 1, 14: 1}",TRUE,,,
"mrv, lcv, forward_checking",6,0.001394987,30,0,"{22: 3, 27: 5, 7: 1, 26: 2, 6: 2, 12: 1, 5: 0, 18: 4, 25: 5, 9: 0, 2: 0, 28: 5, 1: 0, 16: 4, 3: 1, 11: 2, 23: 2, 8: 3, 29: 5, 14: 1, 10: 1, 24: 4, 21: 0, 4: 0, 13: 0, 20: 4, 17: 3, 0: 0, 19: 2, 15: 2}",TRUE,,,
"mrv, lcv, mac",6,0.002819061,30,0,"{4: 0, 28: 5, 15: 2, 14: 1, 7: 1, 21: 0, 9: 0, 16: 4, 27: 5, 23: 2, 0: 0, 3: 1, 17: 3, 25: 5, 24: 4, 6: 2, 8: 3, 13: 0, 20: 4, 5: 0, 29: 5, 18: 4, 22: 3, 10: 1, 19: 2, 26: 2, 1: 0, 11: 2, 2: 0, 12: 1}",TRUE,,,
"run 3 graph [30,0.4] average time",fastest combination,fastest time,slowest combination,slowest time,,,,,
0.001544138,"first_unassigned_variable, unordered_domain_values, forward_checking",0.000980854,"mrv, lcv, mac",0.002819061,,,,,
"graph [30,0.5]",,,,,,,,,
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness,,,
"first_unassigned_variable, unordered_domain_values, no_inference",8,0.001359701,30,0,"{0: 0, 1: 0, 2: 1, 3: 2, 4: 1, 5: 2, 6: 0, 7: 0, 8: 0, 9: 2, 10: 3, 11: 1, 12: 4, 13: 3, 14: 3, 15: 4, 16: 5, 17: 6, 18: 5, 19: 4, 20: 2, 21: 6, 22: 2, 23: 7, 24: 1, 25: 7, 26: 3, 27: 2, 28: 3, 29: 5}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, forward_checking",8,0.000560045,30,0,"{0: 0, 1: 0, 2: 1, 3: 2, 4: 1, 5: 2, 6: 0, 7: 0, 8: 0, 9: 2, 10: 3, 11: 1, 12: 4, 13: 3, 14: 3, 15: 4, 16: 5, 17: 6, 18: 5, 19: 4, 20: 2, 21: 6, 22: 2, 23: 7, 24: 1, 25: 7, 26: 3, 27: 2, 28: 3, 29: 5}",TRUE,,,
"first_unassigned_variable, unordered_domain_values, mac",8,0.000961065,30,0,"{0: 0, 1: 0, 2: 1, 3: 2, 4: 1, 5: 2, 6: 0, 7: 0, 8: 0, 9: 2, 10: 3, 11: 1, 12: 4, 13: 3, 14: 3, 15: 4, 16: 5, 17: 6, 18: 5, 19: 4, 20: 2, 21: 6, 22: 2, 23: 7, 24: 1, 25: 7, 26: 3, 27: 2, 28: 3, 29: 5}",TRUE,,,
